,SID,SCAPN,SCSitus_NumNam,Building_age,Cap_rate_pro_forma,Cap_rate_actual,Land_value,Total_value,Assessed_yr,Floor_area_ratio,Num_floors,Price_per_sqft,Land_price_per_AC,Sale_date,Sale_price,Listing_broker_company
0,S1,FL Hillsborough S1,FL Hillsborough 17470 Brookside Trace Ct,2.0,,,,,,1.0498614179999999,,332.02,15183761.28,4/1/19,49802737.0,Newmark Knight Frank
1,S2,FL Leon 21-36-90-118-955.0,FL Leon 705 Madison St,1.0,,,1646565.0,1646565.0,2017.0,2.981570725,5.0,120.69,15674603.17,8/1/18,39500000.0,
2,S3,FL Miami/Dade 14-2235-001-0130,FL Miami/Dade 9201 Collins Ave,67.0,,,4314390.0,18307413.0,2003.0,,11.0,370.58,,9/22/04,33500000.0,
3,S4,FL Sarasota 2033-04-0038,FL Sarasota 4 Maggie Ln,8.0,,,1188000.0,12297600.0,2015.0,1.10194109,4.0,127.11,6101102.62,7/28/16,31041800.0,
4,S5,FL Palm Beach 12-42-46-25-20-000-0010,FL Palm Beach 2200 Bloods Grove Cir,6.0,,5.3,0.0,48000.0,2013.0,0.891276865,3.0,96.34,3740444.58,10/17/14,29750000.0,ARA Newmark
5,S6,FL Hillsborough 072305-0300,FL Hillsborough 1508 Ladora Dr,16.0,,,,,,0.480891435,3.0,66.04,1383471.32,10/8/04,27738600.0,
6,S7,FL Miami/Dade 12-2226-043-0010,FL Miami/Dade 10275 Collins Ave,55.0,,,,,,2.7955085619999998,16.0,40.6,4943808.3,12/31/08,27027800.0,
7,S8,FL Palm Beach 30-43-41-08-41-000-0010,FL Palm Beach 1045 US Highway 1,5.0,4.45,,3120000.0,20572098.0,2016.0,1.474129245,4.0,247.08,15865954.92,5/31/17,26750000.0,Cushman & Wakefield
8,S9,FL Palm Beach 00-43-45-05-25-001-0000,FL Palm Beach 6116 Yellow Sun Dr,5.0,,5.53,2700619.0,15852220.0,2015.0,0.38188304799999995,2.0,146.26,2432966.7,4/14/16,24000000.0,ARA Newmark
9,S10,FL Miami/Dade 14-2235-023-0001,FL Miami/Dade 9195 Collins Ave,54.0,,8.14,,,2001.0,6.528,12.0,103.95,29558182.95,7/10/01,19000000.0,Aztec Group Inc.
10,S11,FL Palm Beach 06-43-47-30-00-000-5050,FL Palm Beach 1150 2nd Ave,53.0,5.18,,5033700.0,8448250.0,2017.0,0.6112528420000001,2.0,190.54,5073229.65,10/31/18,16800000.0,Cushman & Wakefield
11,S12,FL Miami/Dade 04-3011-002-0820,FL Miami/Dade 1310 29th St,52.0,,6.0,1279062.0,6720000.0,2016.0,0.851762613,2.0,195.46,7252252.25,6/5/17,16100000.0,
12,S13,FL Hillsborough S13,FL Hillsborough 1002 Creekbridge Rd,32.0,,,,,,0.19343252,2.0,135.33,1140284.8,2/28/19,15895000.0,ARA Newmark
13,S14,FL Leon 21-26-60-00E-001.0,FL Leon 698 Woodward Ave,56.0,6.92,8.2,2630000.0,8646582.0,2008.0,0.372534167,4.0,122.7,1991150.44,11/19/07,15750000.0,Marcus & Millichap
14,S15,FL Palm Beach 08-43-45-27-61-001-1010,FL Palm Beach 661 Woolbright Rd,44.0,,5.58,,,,0.8139319859999999,4.0,83.67,2966601.18,9/30/14,15100000.0,Cushman & Wakefield
15,S16,FL Pinellas 36-29-15-70236-100-1000,FL Pinellas 301 Seacrest Dr,46.0,,5.88,2140375.0,8800000.0,2018.0,0.347579696,2.0,118.48,1793842.03,6/27/19,13400000.0,Franklin Street
16,S17,FL Alachua S17,FL Alachua 3501 15th St,47.0,,,,,,0.238376652,2.0,158.46,1645393.32,3/16/18,13294778.0,illi Commercial Real Estate
17,S18,FL Pinellas S18,FL Pinellas,,,6.2,,,,0.0,,152.27,5124513.62,,,"Collison Capital, LLC"
18,S19,FL Hillsborough U-27-28-19-ZZZ-000001-39140.0,FL Hillsborough 7011 San Ramon Pl,50.0,,5.61,807108.0,5990708.0,2018.0,0.418258835,2.0,92.78,1690322.58,5/20/19,13100000.0,Franklin Street
19,S20,FL Miami/Dade 23-3209-011-0040,FL Miami/Dade 7545 Treasure Dr,58.0,,,3153160.0,7450000.0,2004.0,1.5585563869999999,9.0,105.81,7183511.08,2/8/05,13000000.0,
20,S21,FL Palm Beach 18-42-44-24-27-000-0010,FL Palm Beach 4521 Barclay Crescent Dr,33.0,,8.0,,,2005.0,67.04892473,1.0,104.24,304449648.7,1/11/06,13000000.0,
21,S22,FL Palm Beach 06-43-47-19-30-001-0000,FL Palm Beach 1401 7th Ave,49.0,,6.04,1800000.0,5380387.0,2005.0,0.5522882889999999,2.0,134.09,3225806.45,4/28/05,13000000.0,"Flagler Real Estate Services, LLC"
22,S23,FL Miami/Dade 30-4022-027-0010,FL Miami/Dade 5400 77th Ct,49.0,3.4,3.4,2544569.0,7972681.0,2006.0,0.5191032720000001,3.0,119.02,2691331.92,6/27/07,12730000.0,Colliers International
23,S24,FL Escambia 13-3S-31-1201-000-002,FL Escambia 9885 Loop Rd,13.0,,6.5,0.0,6554506.0,2014.0,0.7491732240000001,3.0,61.19,1996830.43,3/25/15,12600000.0,
24,S25,FL Duval 168360-0000,FL Duval 2760 Mayport Rd,32.0,,4.75,1155000.0,6387400.0,2018.0,0.310477718,2.0,143.35,1938759.81,3/14/19,12600000.0,CBRE
25,S26,FL Palm Beach 06-43-47-30-00-000-5050,FL Palm Beach 1150 2nd Ave,53.0,,6.0,3774000.0,6332725.0,2014.0,0.6112528420000001,2.0,141.77,3774724.45,9/11/15,12500000.0,Marcus & Millichap
26,S27,FL Broward 49-41-01-09-1751,FL Broward 6954 5th St,46.0,7.37,6.14,,,,0.33490444199999997,1.0,132.81,1937500.0,8/9/16,12400000.0,Marcus & Millichap
27,S28,FL Miami/Dade 04-2025-001-0041,FL Miami/Dade 8001 6th Ave,48.0,,,3257960.0,7100000.0,2005.0,0.654179506,3.0,115.6,3294117.65,10/14/05,12320000.0,"Hamilton Realty, Inc."
28,S29,FL Collier 18010080002,FL Collier 402 11th St,48.0,,6.1,204000.0,2577471.0,2015.0,0.402720721,2.0,217.08,3808049.54,10/31/16,12300000.0,Whitehall Realty Advisors
29,S30,FL Volusia 5337-35-00-0120,FL Volusia 301 Riverside Dr,47.0,,,2948400.0,3301606.0,2010.0,0.65137385,2.0,96.09,2726405.23,2/15/11,12000000.0,
30,S31,FL Miami/Dade 10-7918-001-0130,FL Miami/Dade 301 6th Ave,25.0,,,653684.0,4280000.0,2018.0,0.250041338,2.0,134.5,1464968.93,4/10/19,12000000.0,MSP Group LLC
31,S32,FL Duval 179458-0814,FL Duval 107 25th Ave,46.0,,,,,2009.0,0.794507339,3.0,37.73,1305767.14,7/29/09,12000000.0,
32,S33,FL Broward 49-42-07-01-0023,FL Broward 1201 52nd Ave,59.0,,5.22,1676140.0,5400190.0,2005.0,0.428432207,2.0,95.31,1778774.29,10/21/05,11900000.0,Marcus & Millichap
33,S34,FL Manatee 51096-1035-1,FL Manatee 4325 40th St,33.0,,5.4,2000000.0,6992041.0,2018.0,0.28391132199999997,2.0,154.95,1916264.09,1/11/19,11900000.0,Capstone Apartment Partners
34,S35,FL Volusia 5331-00-04-0226,FL Volusia 1756 Clyde Morris Blvd,34.0,,5.68,864000.0,4492772.0,2017.0,0.303524786,2.0,98.81,1306386.78,9/13/18,11700000.0,Marcus & Millichap
35,S36,FL Miami/Dade S36,FL Miami/Dade 1920 Michigan Ave,80.0,,,,,,0.9902462329999999,2.0,137.22,5918875.63,4/23/12,11660185.0,ARA Newmark
36,S37,FL Leon 11-19-20-401-000.0,FL Leon 2055 Thomasville Rd,31.0,,,1122000.0,6106750.0,2018.0,0.315233807,3.0,128.64,1766485.65,5/23/19,11385000.0,Walker & Dunlop LLC
37,S38,FL Miami/Dade 04-3013-001-0040,FL Miami/Dade 1350 6th Ave,51.0,,,1931850.0,6132212.0,2006.0,0.828946265,2.0,127.58,4606705.09,10/10/06,11350000.0,
38,S39,FL Duval 177391-0000,FL Duval 1085 Atlantic Blvd,47.0,,,1130394.0,5791300.0,2018.0,0.376816689,2.0,104.96,1722817.76,3/20/19,11250000.0,Walker & Dunlop LLC
39,S40,FL Miami/Dade 32-2024-003-2711,FL Miami/Dade 13900 Lake Placid Ct,51.0,,,769704.0,4222057.0,2003.0,0.50357004,3.0,137.5,3016129.03,8/30/04,11220000.0,
40,S41,FL Miami/Dade 30-4023-013-0121,FL Miami/Dade 4250 67th Ave,51.0,,,1264200.0,3056881.0,2006.0,0.510651089,2.0,170.39,3790228.1,8/25/06,11000000.0,
41,S42,FL Monroe 00093190-000000,FL Monroe 87425 Old Hwy,,,,0.0,3019086.0,2014.0,0.263535475,1.0,122.22,1403061.22,7/2/15,11000000.0,
42,S43,FL Pinellas 19-30-16-69786-100-0102,FL Pinellas 6700 102nd Ave,38.0,,6.5,636701.0,5700000.0,2016.0,0.45227089200000004,3.0,139.32,2744647.94,9/15/17,11000000.0,
43,S44,FL Orange 11-2230-0000-00-019,FL Orange 3651 Goldenrod Rd,29.0,,,884000.0,4184054.0,2004.0,0.444944904,2.0,112.68,2184000.0,11/2/05,10920000.0,
44,S45,FL Duval 130544-0000,FL Duval 2166 Dunsford Ter,46.0,,5.5,714000.0,6205300.0,2017.0,0.500219441,2.0,104.13,2268907.56,11/30/18,10800000.0,JBM Institutional Multifamily Advisors
45,S46,FL Pinellas 19-31-17-77840-000-0103,FL Pinellas 400 4th Ave,12.0,,,0.0,3843750.0,2010.0,1.973670732,11.0,75.4,6482151.47,4/1/10,10750000.0,
46,S47,FL Sarasota 0109-08-0016,FL Sarasota 1919 Buccaneer Dr,60.0,,,3865600.0,4207400.0,2018.0,2.21e-06,,10641000.0,1025144.51,2/1/19,10641000.0,
47,S48,FL Pinellas 08-30-15-97018-000-0010,FL Pinellas 13200 Wilcox Rd,34.0,,,910000.0,7000000.0,2006.0,0.180335826,3.0,192.22,1510000.0,12/15/06,10570000.0,
48,S49,FL Pinellas 36-29-15-70236-100-1000,FL Pinellas 301 Seacrest Dr,46.0,8.95,6.63,0.0,5200000.0,2016.0,0.347579696,2.0,93.28,1412315.93,5/8/17,10550000.0,Franklin Street
49,S50,FL Broward 50-42-35-00-0280,FL Broward 500 2nd St,44.0,,6.93,420960.0,6256000.0,2004.0,0.601786095,4.0,90.65,2376156.96,8/13/04,10500000.0,
50,S51,FL Hillsborough U-03-30-20-ZZZ-000002-78530.0,FL Hillsborough 1002 Creekbridge Rd,32.0,,6.7,1120000.0,5285389.0,2013.0,0.19343252,2.0,88.76,747874.74,9/24/14,10425000.0,JLL
51,S52,FL Lake 22-19-24-000200004200,FL Lake 2311 Griffin Rd,50.0,,,231000.0,1908319.0,2017.0,0.312028939,2.0,92.36,1255304.75,11/14/18,10205000.0,
52,S53,FL Pinellas 19-31-17-74466-039-0140,FL Pinellas 540 2nd Ave,38.0,,,0.0,5755507.0,2011.0,4.76688349,14.0,101.84,21145833.33,11/19/12,10150000.0,
53,S54,FL Leon 21-15-20-610-000.0,FL Leon 2660 Old Bainbridge Rd,24.0,,,678000.0,4221440.0,2017.0,0.17937668,2.0,72.76,568504.83,10/30/17,10000000.0,CBRE
54,S55,FL Pinellas 06-30-16-15498-000-0170,FL Pinellas 13500 Rodgers Ave,35.0,,5.6,1232131.0,6800000.0,2017.0,0.24271073899999998,1.0,124.85,1319975.18,7/18/18,10000000.0,
55,S56,FL Miami/Dade 01-3230-072-4370,FL Miami/Dade 2001 Biscayne Blvd,15.0,,5.1,,2394850.0,,,6.0,555.56,,11/6/14,10000000.0,JLL
56,S57,FL Pinellas 34-31-16-20547-001-0010,FL Pinellas 3401 37th St,45.0,,,0.0,4423500.0,2014.0,0.396825397,2.0,80.58,1392857.14,9/1/15,9750000.0,
57,S58,FL Broward 49-42-05-KA-0090,FL Broward 4001 15th St,27.0,,6.26,3730.0,37320.0,2013.0,0.35047348100000003,3.0,46.83,714924.04,11/12/14,9600000.0,Franklin Street
58,S59,FL Alachua S59,FL Alachua 3101 15th St,48.0,,,,,,0.330758635,2.0,102.09,1470880.46,3/16/18,9560723.0,illi Commercial Real Estate
59,S60,FL Miami/Dade 04-3011-002-1050,FL Miami/Dade 1245 24th Ave,48.0,,,1268367.0,5182268.0,2004.0,0.540160968,2.0,118.75,2794117.65,7/5/05,9500000.0,
60,S61,FL Miami/Dade 04-2035-038-0080,FL Miami/Dade 1871 62nd St,47.0,,,0.0,8485935.0,2007.0,0.9096407879999999,3.0,85.61,3392203.32,6/30/08,9450000.0,
61,S62,FL Charlotte S62,FL Charlotte 3939 Hollis Ave,33.0,,,,,,0.043622472,1.0,110.78,210505.04,1/6/15,9388672.0,"Eastdil Secured, LLC"
62,S63,FL Miami/Dade 04-2035-038-0080,FL Miami/Dade 1871 62nd St,47.0,,7.5,1456212.0,6954301.0,2011.0,0.9096407879999999,3.0,84.25,3338358.82,5/30/13,9300000.0,"U.S.A. Lending & Realty, Inc. The Farah Group."
63,S64,FL Miami/Dade 01-3136-008-0080,FL Miami/Dade 1657 Miami Ct,5.0,,,,,2011.0,5.464873729,10.0,110.43,26285714.29,1/21/13,9200000.0,The Ackman-Ziff Real Estate Group
64,S65,FL Hillsborough 073365-0000,FL Hillsborough 1002 Creekbridge Rd,32.0,,,,,,0.19343252,2.0,77.95,656766.74,6/26/08,9155000.0,JLL
65,S66,FL Broward 48-41-34-01-0020,FL Broward 6820 Southgate Blvd,30.0,,,,,,0.419773369,2.0,59.06,1079976.3,8/28/09,9115000.0,
66,S67,FL Broward 48-41-34-01-0020,FL Broward 6820 Southgate Blvd,30.0,,,1508970.0,12973390.0,2009.0,0.419773369,2.0,59.06,1079976.3,9/21/09,9115000.0,
67,S68,FL Duval 167741-7514,FL Duval 10901 Burnt Mill Rd,18.0,,,0.0,14753500.0,,0.360544701,2.0,26.24,412107.82,11/16/11,9062251.0,
68,S69,FL Hillsborough T-15-28-19-54V-000021-J0000.0,FL Hillsborough 11050 Le Jardin Cir,46.0,,,480000.0,3428100.0,2006.0,0.478012448,2.0,78.83,1641462.96,9/20/07,8863900.0,
69,S70,FL Broward 51-41-10-12-0010,FL Broward 2201 University Dr,39.0,,,0.0,6116840.0,2015.0,0.382518365,5.0,132.78,2212500.0,6/17/16,8850000.0,
70,S71,FL Broward 49-41-24-00-0140,FL Broward 3400 50th Ave,47.0,,,239140.0,2334140.0,2014.0,0.910755953,2.0,119.83,4754098.36,6/2/15,8700000.0,Marcus & Millichap
71,S72,FL Miami/Dade 04-3106-064-0010,FL Miami/Dade 4655 Palm Ave,48.0,,,1019141.0,4800000.0,2004.0,0.404721568,3.0,124.72,2198746.46,3/10/05,8700000.0,
72,S73,FL Broward 49-42-02-03-1063,FL Broward 874 10th St,46.0,,,767480.0,4274340.0,2014.0,0.5697551,2.0,119.36,2962328.77,4/23/15,8650000.0,Marcus & Millichap
73,S74,FL Broward 50-42-08-00-0251,FL Broward 2115 Davie Blvd,50.0,,6.78,2161970.0,5230700.0,2015.0,0.41558660700000005,2.0,123.24,2230971.13,2/26/15,8500000.0,Marcus & Millichap
74,S75,FL Martin S75,FL Martin 1215 Glenwood Dr,29.0,,,,,,0.197764629,2.0,29.72,256016.86,11/20/12,8458285.0,CBRE
75,S76,FL Pinellas 07-30-17-04425-001-1102,FL Pinellas 11901 4th St,31.0,,,0.0,7510205.0,,0.338358385,3.0,68.09,,2/5/16,8375000.0,JBM Institutional Multifamily Advisors
76,S77,FL Manatee 51096-1035-1,FL Manatee 4325 40th St,33.0,,7.46,615000.0,4138212.0,2012.0,0.28391132199999997,2.0,108.72,1344605.48,12/9/13,8350000.0,JBM of Marcus & Millichap
77,S78,FL Lee 14-45-24-00-00003.0030,FL Lee 7131 Pinnacle Dr,31.0,,,686449.0,4016249.0,2014.0,0.24076713100000002,2.0,62.27,653029.11,9/4/15,8300000.0,JBM Institutional Multifamily Advisors
78,S79,FL Miami/Dade 14-2235-023-1240,FL Miami/Dade 9195 Collins Ave,54.0,,,,,1998.0,6.528,12.0,45.14,12834474.18,9/9/98,8250000.0,
79,S80,FL Pinellas 36-29-15-70236-100-1000,FL Pinellas 301 Seacrest Dr,46.0,6.39,6.17,1040000.0,5200000.0,2006.0,0.347579696,2.0,72.5,1097724.23,9/5/07,8200000.0,John Burpee & Associates
80,S81,FL Palm Beach 08-43-45-27-61-001-1010,FL Palm Beach 661 Woolbright Rd,44.0,,,,,,0.8139319859999999,4.0,45.44,1611001.96,7/12/10,8200000.0,CBRE
81,S82,FL Hillsborough U-12-28-18-9DH-000000-11901.0,FL Hillsborough 102 122nd Ave,44.0,,6.95,,,,0.5062976779999999,2.0,132.97,,4/28/17,8176300.0,Montes Realty LLC
82,S83,FL Miami/Dade 04-3013-001-0040,FL Miami/Dade 1350 6th Ave,51.0,,6.36,1019588.0,5219383.0,2011.0,0.828946265,2.0,91.05,3287604.51,8/20/12,8100000.0,Marcus & Millichap
83,S84,FL Brevard 28-37-16-00-00769.0-0000.00,FL Brevard 151 Eber Rd,32.0,,,300000.0,3000000.0,2015.0,0.476563781,2.0,52.94,1098901.1,1/24/17,8000000.0,Franklin Street
84,S85,FL Duval 130544-0000,FL Duval 2166 Dunsford Ter,46.0,,,714000.0,3001700.0,2015.0,0.500219441,2.0,77.13,1680672.27,3/25/16,8000000.0,"ARA, a Newmark Company"
85,S86,FL Leon 11-19-20-401-000.0,FL Leon 2055 Thomasville Rd,31.0,7.0,,816000.0,3737654.0,2012.0,0.315233807,3.0,90.4,1241272.3,5/30/13,8000000.0,JBM of Marcus & Millichap
86,S87,FL Miami/Dade 30-4023-000-0150,FL Miami/Dade 4600 67th Ave,43.0,,7.72,1197024.0,5908884.0,2002.0,0.56147818,3.0,71.35,1744972.3,8/30/02,8000000.0,Wood Fay Realty Group Inc.
87,S88,FL Brevard S88,FL Brevard 1018 Malabar Lakes Dr,33.0,,,,,,0.193837996,2.0,82.32,695100.61,9/21/15,7945000.0,Berkadia Real Estate Advisors
88,S89,FL Pinellas 34-31-16-20547-001-0010,FL Pinellas 3401 37th St,45.0,,9.5,322000.0,2300000.0,2007.0,0.396825397,2.0,64.46,1114285.71,1/28/09,7800000.0,John Burpee & Associates
89,S90,FL Duval 168360-0000,FL Duval 2760 Mayport Rd,32.0,,,957000.0,4834400.0,2015.0,0.310477718,2.0,88.74,1200184.64,2/19/16,7800000.0,Colliers International Northeast Florida
90,S91,FL Pinellas 03-31-16-00000-140-0800,FL Pinellas 3600 49th Ave,43.0,,6.87,618186.0,4340000.0,2017.0,0.221756233,2.0,120.52,1164179.1,6/4/18,7800000.0,Marcus & Millichap
91,S92,FL Duval 168360-0000,FL Duval 2760 Mayport Rd,32.0,,,936000.0,3149065.0,2005.0,0.310477718,2.0,88.7,1199630.71,9/7/06,7796400.0,
92,S93,FL Hillsborough 006736-0000,FL Hillsborough 8450 Standish Bend Dr,35.0,,5.25,576000.0,2974994.0,2005.0,0.399100005,2.0,104.75,1821077.28,2/1/06,7776000.0,Marcus & Millichap
93,S94,FL Miami/Dade 04-3013-001-0040,FL Miami/Dade 1350 6th Ave,51.0,,6.84,1261069.0,5118611.0,2004.0,0.828946265,2.0,86.99,3141082.88,4/28/05,7739000.0,Marcus & Millichap
94,S95,FL Hillsborough 205160-4222,FL Hillsborough 2302 Maki Rd,32.0,,4.92,560000.0,3554109.0,2004.0,0.36938946200000006,2.0,71.85,1156093.93,7/18/05,7616000.0,Marcus & Millichap
95,S96,FL Pinellas S96,FL Pinellas 13500 Rodgers Ave,35.0,,,,,,0.24271073899999998,1.0,94.89,1003181.14,3/4/15,7600000.0,Marcus & Millichap
96,S97,FL Duval 148633-5010,FL Duval 8715 Belle Rive Blvd,29.0,,6.3,1502550.0,5502300.0,2016.0,0.309970903,2.0,102.06,1378084.82,6/26/17,7600000.0,Marcus & Millichap
97,S98,FL Duval 161135-0250,FL Duval 12021 McCormick Rd,27.0,,,1649835.0,3786200.0,2014.0,0.2753639,2.0,61.08,732673.27,11/2/15,7400000.0,
98,S99,FL Hillsborough U-10-28-19-1HO-000000-00025.0,FL Hillsborough 11716 58th St,44.0,,5.7,696000.0,2326100.0,2016.0,0.310163818,2.0,92.22,1246001.01,9/25/17,7400000.0,Franklin Street
99,S100,FL Duval S100,FL Duval 11750 Alden Rd,32.0,,,,,,0.35181042799999995,1.0,88.77,1360409.64,7/20/15,7385800.0,
100,S101,FL Pinellas 08-30-15-97018-000-0010,FL Pinellas 13200 Wilcox Rd,34.0,,8.0,469800.0,4200000.0,2002.0,0.180335826,3.0,133.67,1050000.0,10/31/03,7350000.0,
101,S102,FL Highlands S-32-34-29-090-0020-0090,FL Highlands 3000 Villa Rd,40.0,,7.07,315000.0,2442839.0,2017.0,0.149779589,1.0,101.44,661831.37,5/7/19,7300000.0,"CapRate Commercial Real Estate Advisors, LLC"
102,S103,FL Pinellas 12-32-16-25833-000-0001,FL Pinellas 2148 54th Ave,45.0,,5.21,0.0,0.0,2018.0,,,50.85,,6/14/19,7300000.0,Franklin Street
103,S104,FL Leon S104,FL Leon 1128 Ocala Rd,46.0,,,,,,0.346390187,2.0,60.63,914786.97,8/22/18,7300000.0,Multifamily Partners LLC
104,S105,FL Duval 014403-0000,FL Duval 6756 103rd St,53.0,6.0,5.75,400500.0,2531600.0,2017.0,0.410092471,2.0,76.38,1364485.98,11/13/18,7300000.0,"ARA, A Newmark Company"
105,S106,FL Miami/Dade 10-7917-001-0242,FL Miami/Dade 139 12th Ave,37.0,,,622908.0,3920000.0,2003.0,0.39062705600000003,2.0,59.8,1017498.74,11/17/03,7280000.0,
106,S107,FL Duval S107,FL Duval 10621 Monaco Dr,52.0,,,,,,0.37945800700000004,2.0,80.08,1323719.71,3/29/19,7259676.0,
107,S108,FL Pinellas 36-29-15-70236-100-1000,FL Pinellas 301 Seacrest Dr,46.0,,6.69,478500.0,3800000.0,2003.0,0.347579696,2.0,63.66,963855.42,11/11/04,7200000.0,John Burpee & Associates
108,S109,FL Brevard S109,FL Brevard 1018 Malabar Lakes Dr,33.0,,,,,,0.193837996,2.0,73.51,620728.87,6/30/15,7094931.0,Berkadia Real Estate Advisors
109,S110,FL Nassau 15-3N-24-0000-0002-0030,FL Nassau 37445 Cody Cir,45.0,,6.9,130000.0,3973104.0,2017.0,0.252564236,2.0,60.03,660377.36,7/31/18,7000000.0,
110,S111,FL Hillsborough U-23-29-19-ZZZ-000001-50450.0,FL Hillsborough 7702 Rivergate Dr,44.0,,2.6,696000.0,3284000.0,,0.291084024,2.0,63.08,799817.18,5/22/19,7000000.0,Franklin Street
111,S112,FL Hillsborough U-33-28-18-ZZZ-000001-04630.0,FL Hillsborough 3706 Idlewild Ave,34.0,,,0.0,4232200.0,2015.0,0.396039604,2.0,76.25,1315468.02,5/24/16,7000000.0,Berkadia Real Estate Advisors
112,S113,FL Palm Beach 00-42-44-38-06-000-1101,FL Palm Beach 5080 Lantana Rd,19.0,,,,,,0.510170315,3.0,33.16,736842.11,11/12/09,6860000.0,
113,S114,FL Leon 21-26-60-00E-001.0,FL Leon 698 Woodward Ave,56.0,,,0.0,6617428.0,,0.372534167,4.0,52.98,859671.3,11/3/11,6800000.0,CBRE
114,S115,FL Pinellas 07-30-17-04425-000-0001,FL Pinellas 11901 4th St,31.0,,6.74,,,,0.338358385,3.0,56.34,,11/15/12,6772497.0,JBM of Marcus & Millichap
115,S116,FL Duval 148709-0010,FL Duval 9047 San Jose Blvd,47.0,,,1593900.0,5189200.0,2018.0,0.56927001,2.0,44.22,1096437.8,4/18/19,6750000.0,Spectrum Realty Services
116,S117,FL Sarasota 2028-03-0034,FL Sarasota 900 Lime Ave,47.0,,,945800.0,3419600.0,2003.0,0.257951688,2.0,69.13,776754.89,9/9/04,6750000.0,
117,S118,FL Clay 50-04-26-018509-000-00,FL Clay 606 Park Ave,45.0,,6.5,384984.0,3150000.0,2016.0,0.437189271,2.0,80.09,1525231.95,12/12/17,6740000.0,"Killashee Investments, LLC"
118,S119,FL Hillsborough U-07-28-19-1GK-000001-01801.0,FL Hillsborough 1550 University Woods Pl,33.0,,6.8,560000.0,4415100.0,2016.0,0.401640038,2.0,61.34,1073201.99,1/17/17,6700000.0,Franklin Street
119,S120,FL Miami/Dade 30-7904-000-0261,FL Miami/Dade 15485 Biscayne Dr,47.0,,6.0,1042250.0,3669000.0,2015.0,0.412774588,3.0,73.98,1330104.03,8/15/16,6700000.0,
120,S121,FL Lake S121,FL Lake 26125 US Highway 27,47.0,,,,,,0.114784206,1.0,665.0,3325000.0,7/20/17,6650000.0,
121,S122,FL Hillsborough 200698-0000,FL Hillsborough 11050 Le Jardin Cir,46.0,,,480000.0,3323585.0,2004.0,0.478012448,2.0,59.14,1231481.48,5/12/05,6650000.0,
122,S123,FL Pasco 09-25-16-0010-03300-0013,FL Pasco 11431 Cockle Dr,21.0,,5.3,332832.0,2234559.0,2016.0,0.106133101,2.0,123.8,572368.42,10/20/17,6525000.0,CBRE
123,S124,FL Manatee 44939-0490-0,FL Manatee 2019 5th St,38.0,,,,,,0.17401285600000002,1.0,85.75,650000.0,11/9/16,6500000.0,
124,S125,FL Miami/Dade 10-7916-008-0840,FL Miami/Dade 2859 4th St,12.0,,,,,,0.126692986,2.0,53.76,296694.11,11/11/08,6425000.0,
125,S126,FL Pinellas 18-27-16-00000-240-0600,FL Pinellas 600 Haven Pl,44.0,,,469800.0,4000000.0,2004.0,0.39690738600000003,2.0,53.09,917857.14,6/6/05,6425000.0,
126,S127,FL Hillsborough U-08-28-19-ZZZ-000001-30010.0,FL Hillsborough 12708 Bruce B Downs Blvd,54.0,,6.19,500000.0,2394173.0,2013.0,0.325044824,2.0,87.6,1240310.08,6/25/14,6400000.0,Franklin Street
127,S128,FL Broward 50-42-35-00-0280,FL Broward 500 2nd St,44.0,,11.06,420960.0,5263660.0,2000.0,0.601786095,4.0,55.25,1448324.24,10/25/01,6400000.0,Marcus & Millichap Inc
128,S129,FL Miami/Dade 30-6933-028-0010,FL Miami/Dade 27707 Dixie Hwy,45.0,,7.8,0.0,1582240.0,2013.0,0.246882971,2.0,132.25,1422222.22,7/28/14,6400000.0,CBRE
129,S130,FL Hillsborough A-08-29-19-ZZZ-000005-89180.0,FL Hillsborough 3700 Lowry Ct,48.0,,5.0,0.0,1717100.0,2013.0,0.34581535399999996,2.0,74.34,1119823.01,2/12/15,6327000.0,
130,S131,FL Hillsborough 095027-0000,FL Hillsborough 10905 Bourbon Ct,50.0,6.76,5.13,500000.0,4012700.0,2006.0,0.460902734,2.0,59.87,1201923.08,4/9/07,6250000.0,JBM of Marcus & Millichap
131,S132,FL Palm Beach 00-42-43-25-00-000-7120,FL Palm Beach 4652 Cherry Rd,34.0,,8.0,242000.0,4442836.0,2002.0,0.448816775,1.0,58.66,1146788.99,8/14/03,6250000.0,Marcus & Millichap
132,S133,FL Miami/Dade 30-7904-000-0520,FL Miami/Dade 15451 288th St,48.0,,,,,2011.0,0.338711793,2.0,60.03,885714.29,10/31/12,6200000.0,"Landrich Real Estate, Inc."
133,S134,FL Miami/Dade 10-7918-001-0130,FL Miami/Dade 301 6th Ave,25.0,,8.0,,,2011.0,0.250041338,2.0,69.49,756900.61,3/15/13,6200000.0,CBRE
134,S135,FL Leon 31-05-20-003-000.0,FL Leon 2100 Apalachee Pky,38.0,,6.86,630000.0,2486111.0,2017.0,0.203433494,1.0,105.53,935143.29,9/6/18,6200000.0,Capstone
135,S136,FL Hillsborough S136,FL Hillsborough 4200 Kenneth Ct,46.0,,,,,,1.238500065,3.0,32.47,1751798.61,7/6/10,6182798.0,Franklin Street
136,S137,FL Palm Beach 74-42-43-11-06-001-1040,FL Palm Beach 4145 Haverhill Rd,18.0,,,,,2008.0,0.458879655,3.0,15.26,305094.33,7/29/09,6150000.0,SVN Commercial Realty
