,SID,SCAPN,SCSitus_NumNam,Building_age,Cap_rate_pro_forma,Cap_rate_actual,Land_value,Total_value,Assessed_yr,Floor_area_ratio,Num_floors,Price_per_sqft,Land_price_per_AC,Sale_date,Sale_price,Listing_broker_company
0,S1,FL Hillsborough S1,FL Hillsborough 17470 Brookside Trace Ct,2,,,,,,1.049861418,,332.02,15183761.28,4/1/19,49802737,Newmark Knight Frank
1,S2,FL Leon 21-36-90-118-955.0,FL Leon 705 Madison St,1,,,1646565,1646565,2017,2.981570725,5,120.69,15674603.17,8/1/18,39500000,
2,S3,FL Miami/Dade 14-2235-001-0130,FL Miami/Dade 9201 Collins Ave,67,,,4314390,18307413,2003,,11,370.58,,9/22/04,33500000,
3,S4,FL Sarasota 2033-04-0038,FL Sarasota 4 Maggie Ln,8,,,1188000,12297600,2015,1.10194109,4,127.11,6101102.62,7/28/16,31041800,
4,S5,FL Palm Beach 12-42-46-25-20-000-0010,FL Palm Beach 2200 Bloods Grove Cir,6,,5.3,0,48000,2013,0.891276865,3,96.34,3740444.58,10/17/14,29750000,ARA Newmark
5,S6,FL Hillsborough 072305-0300,FL Hillsborough 1508 Ladora Dr,16,,,,,,0.480891435,3,66.04,1383471.32,10/8/04,27738600,
6,S7,FL Miami/Dade 12-2226-043-0010,FL Miami/Dade 10275 Collins Ave,55,,,,,,2.795508562,16,40.6,4943808.3,12/31/08,27027800,
7,S8,FL Palm Beach 30-43-41-08-41-000-0010,FL Palm Beach 1045 US Highway 1,5,4.45,,3120000,20572098,2016,1.474129245,4,247.08,15865954.92,5/31/17,26750000,Cushman & Wakefield
8,S9,FL Palm Beach 00-43-45-05-25-001-0000,FL Palm Beach 6116 Yellow Sun Dr,5,,5.53,2700619,15852220,2015,0.381883048,2,146.26,2432966.7,4/14/16,24000000,ARA Newmark
9,S10,FL Miami/Dade 14-2235-023-0001,FL Miami/Dade 9195 Collins Ave,54,,8.14,,,2001,6.528,12,103.95,29558182.95,7/10/01,19000000,Aztec Group Inc.
10,S11,FL Palm Beach 06-43-47-30-00-000-5050,FL Palm Beach 1150 2nd Ave,53,5.18,,5033700,8448250,2017,0.611252842,2,190.54,5073229.65,10/31/18,16800000,Cushman & Wakefield
11,S12,FL Miami/Dade 04-3011-002-0820,FL Miami/Dade 1310 29th St,52,,6,1279062,6720000,2016,0.851762613,2,195.46,7252252.25,6/5/17,16100000,
12,S13,FL Hillsborough S13,FL Hillsborough 1002 Creekbridge Rd,32,,,,,,0.19343252,2,135.33,1140284.8,2/28/19,15895000,ARA Newmark
13,S14,FL Leon 21-26-60-00E-001.0,FL Leon 698 Woodward Ave,56,6.92,8.2,2630000,8646582,2008,0.372534167,4,122.7,1991150.44,11/19/07,15750000,Marcus & Millichap
14,S15,FL Palm Beach 08-43-45-27-61-001-1010,FL Palm Beach 661 Woolbright Rd,44,,5.58,,,,0.813931986,4,83.67,2966601.18,9/30/14,15100000,Cushman & Wakefield
15,S16,FL Pinellas 36-29-15-70236-100-1000,FL Pinellas 301 Seacrest Dr,46,,5.88,2140375,8800000,2018,0.347579696,2,118.48,1793842.03,6/27/19,13400000,Franklin Street
16,S17,FL Alachua S17,FL Alachua 3501 15th St,47,,,,,,0.238376652,2,158.46,1645393.32,3/16/18,13294778,illi Commercial Real Estate
17,S18,FL Pinellas S18,FL Pinellas,,,6.2,,,,0,,152.27,5124513.62,,,"Collison Capital, LLC"
18,S19,FL Hillsborough U-27-28-19-ZZZ-000001-39140.0,FL Hillsborough 7011 San Ramon Pl,50,,5.61,807108,5990708,2018,0.418258835,2,92.78,1690322.58,5/20/19,13100000,Franklin Street
19,S20,FL Miami/Dade 23-3209-011-0040,FL Miami/Dade 7545 Treasure Dr,58,,,3153160,7450000,2004,1.558556387,9,105.81,7183511.08,2/8/05,13000000,
20,S21,FL Palm Beach 18-42-44-24-27-000-0010,FL Palm Beach 4521 Barclay Crescent Dr,33,,8,,,2005,67.04892473,1,104.24,304449648.7,1/11/06,13000000,
21,S22,FL Palm Beach 06-43-47-19-30-001-0000,FL Palm Beach 1401 7th Ave,49,,6.04,1800000,5380387,2005,0.552288289,2,134.09,3225806.45,4/28/05,13000000,"Flagler Real Estate Services, LLC"
22,S23,FL Miami/Dade 30-4022-027-0010,FL Miami/Dade 5400 77th Ct,49,3.4,3.4,2544569,7972681,2006,0.519103272,3,119.02,2691331.92,6/27/07,12730000,Colliers International
23,S24,FL Escambia 13-3S-31-1201-000-002,FL Escambia 9885 Loop Rd,13,,6.5,0,6554506,2014,0.749173224,3,61.19,1996830.43,3/25/15,12600000,
24,S25,FL Duval 168360-0000,FL Duval 2760 Mayport Rd,32,,4.75,1155000,6387400,2018,0.310477718,2,143.35,1938759.81,3/14/19,12600000,CBRE
25,S26,FL Palm Beach 06-43-47-30-00-000-5050,FL Palm Beach 1150 2nd Ave,53,,6,3774000,6332725,2014,0.611252842,2,141.77,3774724.45,9/11/15,12500000,Marcus & Millichap
26,S27,FL Broward 49-41-01-09-1751,FL Broward 6954 5th St,46,7.37,6.14,,,,0.334904442,1,132.81,1937500,8/9/16,12400000,Marcus & Millichap
27,S28,FL Miami/Dade 04-2025-001-0041,FL Miami/Dade 8001 6th Ave,48,,,3257960,7100000,2005,0.654179506,3,115.6,3294117.65,10/14/05,12320000,"Hamilton Realty, Inc."
28,S29,FL Collier 18010080002,FL Collier 402 11th St,48,,6.1,204000,2577471,2015,0.402720721,2,217.08,3808049.54,10/31/16,12300000,Whitehall Realty Advisors
29,S30,FL Volusia 5337-35-00-0120,FL Volusia 301 Riverside Dr,47,,,2948400,3301606,2010,0.65137385,2,96.09,2726405.23,2/15/11,12000000,
30,S31,FL Miami/Dade 10-7918-001-0130,FL Miami/Dade 301 6th Ave,25,,,653684,4280000,2018,0.250041338,2,134.5,1464968.93,4/10/19,12000000,MSP Group LLC
31,S32,FL Duval 179458-0814,FL Duval 107 25th Ave,46,,,,,2009,0.794507339,3,37.73,1305767.14,7/29/09,12000000,
32,S33,FL Broward 49-42-07-01-0023,FL Broward 1201 52nd Ave,59,,5.22,1676140,5400190,2005,0.428432207,2,95.31,1778774.29,10/21/05,11900000,Marcus & Millichap
33,S34,FL Manatee 51096-1035-1,FL Manatee 4325 40th St,33,,5.4,2000000,6992041,2018,0.283911322,2,154.95,1916264.09,1/11/19,11900000,Capstone Apartment Partners
34,S35,FL Volusia 5331-00-04-0226,FL Volusia 1756 Clyde Morris Blvd,34,,5.68,864000,4492772,2017,0.303524786,2,98.81,1306386.78,9/13/18,11700000,Marcus & Millichap
35,S36,FL Miami/Dade S36,FL Miami/Dade 1920 Michigan Ave,80,,,,,,0.990246233,2,137.22,5918875.63,4/23/12,11660185,ARA Newmark
36,S37,FL Leon 11-19-20-401-000.0,FL Leon 2055 Thomasville Rd,31,,,1122000,6106750,2018,0.315233807,3,128.64,1766485.65,5/23/19,11385000,Walker & Dunlop LLC
37,S38,FL Miami/Dade 04-3013-001-0040,FL Miami/Dade 1350 6th Ave,51,,,1931850,6132212,2006,0.828946265,2,127.58,4606705.09,10/10/06,11350000,
38,S39,FL Duval 177391-0000,FL Duval 1085 Atlantic Blvd,47,,,1130394,5791300,2018,0.376816689,2,104.96,1722817.76,3/20/19,11250000,Walker & Dunlop LLC
39,S40,FL Miami/Dade 32-2024-003-2711,FL Miami/Dade 13900 Lake Placid Ct,51,,,769704,4222057,2003,0.50357004,3,137.5,3016129.03,8/30/04,11220000,
40,S41,FL Miami/Dade 30-4023-013-0121,FL Miami/Dade 4250 67th Ave,51,,,1264200,3056881,2006,0.510651089,2,170.39,3790228.1,8/25/06,11000000,
41,S42,FL Monroe 00093190-000000,FL Monroe 87425 Old Hwy,,,,0,3019086,2014,0.263535475,1,122.22,1403061.22,7/2/15,11000000,
42,S43,FL Pinellas 19-30-16-69786-100-0102,FL Pinellas 6700 102nd Ave,38,,6.5,636701,5700000,2016,0.452270892,3,139.32,2744647.94,9/15/17,11000000,
43,S44,FL Orange 11-2230-0000-00-019,FL Orange 3651 Goldenrod Rd,29,,,884000,4184054,2004,0.444944904,2,112.68,2184000,11/2/05,10920000,
44,S45,FL Duval 130544-0000,FL Duval 2166 Dunsford Ter,46,,5.5,714000,6205300,2017,0.500219441,2,104.13,2268907.56,11/30/18,10800000,JBM Institutional Multifamily Advisors
45,S46,FL Pinellas 19-31-17-77840-000-0103,FL Pinellas 400 4th Ave,12,,,0,3843750,2010,1.973670732,11,75.4,6482151.47,4/1/10,10750000,
46,S47,FL Sarasota 0109-08-0016,FL Sarasota 1919 Buccaneer Dr,60,,,3865600,4207400,2018,2.21E-06,,10641000,1025144.51,2/1/19,10641000,
47,S48,FL Pinellas 08-30-15-97018-000-0010,FL Pinellas 13200 Wilcox Rd,34,,,910000,7000000,2006,0.180335826,3,192.22,1510000,12/15/06,10570000,
48,S49,FL Pinellas 36-29-15-70236-100-1000,FL Pinellas 301 Seacrest Dr,46,8.95,6.63,0,5200000,2016,0.347579696,2,93.28,1412315.93,5/8/17,10550000,Franklin Street
49,S50,FL Broward 50-42-35-00-0280,FL Broward 500 2nd St,44,,6.93,420960,6256000,2004,0.601786095,4,90.65,2376156.96,8/13/04,10500000,
50,S51,FL Hillsborough U-03-30-20-ZZZ-000002-78530.0,FL Hillsborough 1002 Creekbridge Rd,32,,6.7,1120000,5285389,2013,0.19343252,2,88.76,747874.74,9/24/14,10425000,JLL
51,S52,FL Lake 22-19-24-000200004200,FL Lake 2311 Griffin Rd,50,,,231000,1908319,2017,0.312028939,2,92.36,1255304.75,11/14/18,10205000,
52,S53,FL Pinellas 19-31-17-74466-039-0140,FL Pinellas 540 2nd Ave,38,,,0,5755507,2011,4.76688349,14,101.84,21145833.33,11/19/12,10150000,
53,S54,FL Leon 21-15-20-610-000.0,FL Leon 2660 Old Bainbridge Rd,24,,,678000,4221440,2017,0.17937668,2,72.76,568504.83,10/30/17,10000000,CBRE
54,S55,FL Pinellas 06-30-16-15498-000-0170,FL Pinellas 13500 Rodgers Ave,35,,5.6,1232131,6800000,2017,0.242710739,1,124.85,1319975.18,7/18/18,10000000,
55,S56,FL Miami/Dade 01-3230-072-4370,FL Miami/Dade 2001 Biscayne Blvd,15,,5.1,,2394850,,,6,555.56,,11/6/14,10000000,JLL
56,S57,FL Pinellas 34-31-16-20547-001-0010,FL Pinellas 3401 37th St,45,,,0,4423500,2014,0.396825397,2,80.58,1392857.14,9/1/15,9750000,
57,S58,FL Broward 49-42-05-KA-0090,FL Broward 4001 15th St,27,,6.26,3730,37320,2013,0.350473481,3,46.83,714924.04,11/12/14,9600000,Franklin Street
58,S59,FL Alachua S59,FL Alachua 3101 15th St,48,,,,,,0.330758635,2,102.09,1470880.46,3/16/18,9560723,illi Commercial Real Estate
59,S60,FL Miami/Dade 04-3011-002-1050,FL Miami/Dade 1245 24th Ave,48,,,1268367,5182268,2004,0.540160968,2,118.75,2794117.65,7/5/05,9500000,
60,S61,FL Miami/Dade 04-2035-038-0080,FL Miami/Dade 1871 62nd St,47,,,0,8485935,2007,0.909640788,3,85.61,3392203.32,6/30/08,9450000,
61,S62,FL Charlotte S62,FL Charlotte 3939 Hollis Ave,33,,,,,,0.043622472,1,110.78,210505.04,1/6/15,9388672,"Eastdil Secured, LLC"
62,S63,FL Miami/Dade 04-2035-038-0080,FL Miami/Dade 1871 62nd St,47,,7.5,1456212,6954301,2011,0.909640788,3,84.25,3338358.82,5/30/13,9300000,"U.S.A. Lending & Realty, Inc. The Farah Group."
63,S64,FL Miami/Dade 01-3136-008-0080,FL Miami/Dade 1657 Miami Ct,5,,,,,2011,5.464873729,10,110.43,26285714.29,1/21/13,9200000,The Ackman-Ziff Real Estate Group
64,S65,FL Hillsborough 073365-0000,FL Hillsborough 1002 Creekbridge Rd,32,,,,,,0.19343252,2,77.95,656766.74,6/26/08,9155000,JLL
65,S66,FL Broward 48-41-34-01-0020,FL Broward 6820 Southgate Blvd,30,,,,,,0.419773369,2,59.06,1079976.3,8/28/09,9115000,
66,S67,FL Broward 48-41-34-01-0020,FL Broward 6820 Southgate Blvd,30,,,1508970,12973390,2009,0.419773369,2,59.06,1079976.3,9/21/09,9115000,
67,S68,FL Duval 167741-7514,FL Duval 10901 Burnt Mill Rd,18,,,0,14753500,,0.360544701,2,26.24,412107.82,11/16/11,9062251,
68,S69,FL Hillsborough T-15-28-19-54V-000021-J0000.0,FL Hillsborough 11050 Le Jardin Cir,46,,,480000,3428100,2006,0.478012448,2,78.83,1641462.96,9/20/07,8863900,
69,S70,FL Broward 51-41-10-12-0010,FL Broward 2201 University Dr,39,,,0,6116840,2015,0.382518365,5,132.78,2212500,6/17/16,8850000,
70,S71,FL Broward 49-41-24-00-0140,FL Broward 3400 50th Ave,47,,,239140,2334140,2014,0.910755953,2,119.83,4754098.36,6/2/15,8700000,Marcus & Millichap
71,S72,FL Miami/Dade 04-3106-064-0010,FL Miami/Dade 4655 Palm Ave,48,,,1019141,4800000,2004,0.404721568,3,124.72,2198746.46,3/10/05,8700000,
72,S73,FL Broward 49-42-02-03-1063,FL Broward 874 10th St,46,,,767480,4274340,2014,0.5697551,2,119.36,2962328.77,4/23/15,8650000,Marcus & Millichap
73,S74,FL Broward 50-42-08-00-0251,FL Broward 2115 Davie Blvd,50,,6.78,2161970,5230700,2015,0.415586607,2,123.24,2230971.13,2/26/15,8500000,Marcus & Millichap
74,S75,FL Martin S75,FL Martin 1215 Glenwood Dr,29,,,,,,0.197764629,2,29.72,256016.86,11/20/12,8458285,CBRE
75,S76,FL Pinellas 07-30-17-04425-001-1102,FL Pinellas 11901 4th St,31,,,0,7510205,,0.338358385,3,68.09,,2/5/16,8375000,JBM Institutional Multifamily Advisors
76,S77,FL Manatee 51096-1035-1,FL Manatee 4325 40th St,33,,7.46,615000,4138212,2012,0.283911322,2,108.72,1344605.48,12/9/13,8350000,JBM of Marcus & Millichap
77,S78,FL Lee 14-45-24-00-00003.0030,FL Lee 7131 Pinnacle Dr,31,,,686449,4016249,2014,0.240767131,2,62.27,653029.11,9/4/15,8300000,JBM Institutional Multifamily Advisors
78,S79,FL Miami/Dade 14-2235-023-1240,FL Miami/Dade 9195 Collins Ave,54,,,,,1998,6.528,12,45.14,12834474.18,9/9/98,8250000,
79,S80,FL Pinellas 36-29-15-70236-100-1000,FL Pinellas 301 Seacrest Dr,46,6.39,6.17,1040000,5200000,2006,0.347579696,2,72.5,1097724.23,9/5/07,8200000,John Burpee & Associates
80,S81,FL Palm Beach 08-43-45-27-61-001-1010,FL Palm Beach 661 Woolbright Rd,44,,,,,,0.813931986,4,45.44,1611001.96,7/12/10,8200000,CBRE
81,S82,FL Hillsborough U-12-28-18-9DH-000000-11901.0,FL Hillsborough 102 122nd Ave,44,,6.95,,,,0.506297678,2,132.97,,4/28/17,8176300,Montes Realty LLC
82,S83,FL Miami/Dade 04-3013-001-0040,FL Miami/Dade 1350 6th Ave,51,,6.36,1019588,5219383,2011,0.828946265,2,91.05,3287604.51,8/20/12,8100000,Marcus & Millichap
83,S84,FL Brevard 28-37-16-00-00769.0-0000.00,FL Brevard 151 Eber Rd,32,,,300000,3000000,2015,0.476563781,2,52.94,1098901.1,1/24/17,8000000,Franklin Street
84,S85,FL Duval 130544-0000,FL Duval 2166 Dunsford Ter,46,,,714000,3001700,2015,0.500219441,2,77.13,1680672.27,3/25/16,8000000,"ARA, a Newmark Company"
85,S86,FL Leon 11-19-20-401-000.0,FL Leon 2055 Thomasville Rd,31,7,,816000,3737654,2012,0.315233807,3,90.4,1241272.3,5/30/13,8000000,JBM of Marcus & Millichap
86,S87,FL Miami/Dade 30-4023-000-0150,FL Miami/Dade 4600 67th Ave,43,,7.72,1197024,5908884,2002,0.56147818,3,71.35,1744972.3,8/30/02,8000000,Wood Fay Realty Group Inc.
87,S88,FL Brevard S88,FL Brevard 1018 Malabar Lakes Dr,33,,,,,,0.193837996,2,82.32,695100.61,9/21/15,7945000,Berkadia Real Estate Advisors
88,S89,FL Pinellas 34-31-16-20547-001-0010,FL Pinellas 3401 37th St,45,,9.5,322000,2300000,2007,0.396825397,2,64.46,1114285.71,1/28/09,7800000,John Burpee & Associates
89,S90,FL Duval 168360-0000,FL Duval 2760 Mayport Rd,32,,,957000,4834400,2015,0.310477718,2,88.74,1200184.64,2/19/16,7800000,Colliers International Northeast Florida
90,S91,FL Pinellas 03-31-16-00000-140-0800,FL Pinellas 3600 49th Ave,43,,6.87,618186,4340000,2017,0.221756233,2,120.52,1164179.1,6/4/18,7800000,Marcus & Millichap
91,S92,FL Duval 168360-0000,FL Duval 2760 Mayport Rd,32,,,936000,3149065,2005,0.310477718,2,88.7,1199630.71,9/7/06,7796400,
92,S93,FL Hillsborough 006736-0000,FL Hillsborough 8450 Standish Bend Dr,35,,5.25,576000,2974994,2005,0.399100005,2,104.75,1821077.28,2/1/06,7776000,Marcus & Millichap
93,S94,FL Miami/Dade 04-3013-001-0040,FL Miami/Dade 1350 6th Ave,51,,6.84,1261069,5118611,2004,0.828946265,2,86.99,3141082.88,4/28/05,7739000,Marcus & Millichap
94,S95,FL Hillsborough 205160-4222,FL Hillsborough 2302 Maki Rd,32,,4.92,560000,3554109,2004,0.369389462,2,71.85,1156093.93,7/18/05,7616000,Marcus & Millichap
95,S96,FL Pinellas S96,FL Pinellas 13500 Rodgers Ave,35,,,,,,0.242710739,1,94.89,1003181.14,3/4/15,7600000,Marcus & Millichap
96,S97,FL Duval 148633-5010,FL Duval 8715 Belle Rive Blvd,29,,6.3,1502550,5502300,2016,0.309970903,2,102.06,1378084.82,6/26/17,7600000,Marcus & Millichap
97,S98,FL Duval 161135-0250,FL Duval 12021 McCormick Rd,27,,,1649835,3786200,2014,0.2753639,2,61.08,732673.27,11/2/15,7400000,
98,S99,FL Hillsborough U-10-28-19-1HO-000000-00025.0,FL Hillsborough 11716 58th St,44,,5.7,696000,2326100,2016,0.310163818,2,92.22,1246001.01,9/25/17,7400000,Franklin Street
99,S100,FL Duval S100,FL Duval 11750 Alden Rd,32,,,,,,0.351810428,1,88.77,1360409.64,7/20/15,7385800,
100,S101,FL Pinellas 08-30-15-97018-000-0010,FL Pinellas 13200 Wilcox Rd,34,,8,469800,4200000,2002,0.180335826,3,133.67,1050000,10/31/03,7350000,
101,S102,FL Highlands S-32-34-29-090-0020-0090,FL Highlands 3000 Villa Rd,40,,7.07,315000,2442839,2017,0.149779589,1,101.44,661831.37,5/7/19,7300000,"CapRate Commercial Real Estate Advisors, LLC"
102,S103,FL Pinellas 12-32-16-25833-000-0001,FL Pinellas 2148 54th Ave,45,,5.21,0,0,2018,,,50.85,,6/14/19,7300000,Franklin Street
103,S104,FL Leon S104,FL Leon 1128 Ocala Rd,46,,,,,,0.346390187,2,60.63,914786.97,8/22/18,7300000,Multifamily Partners LLC
104,S105,FL Duval 014403-0000,FL Duval 6756 103rd St,53,6,5.75,400500,2531600,2017,0.410092471,2,76.38,1364485.98,11/13/18,7300000,"ARA, A Newmark Company"
105,S106,FL Miami/Dade 10-7917-001-0242,FL Miami/Dade 139 12th Ave,37,,,622908,3920000,2003,0.390627056,2,59.8,1017498.74,11/17/03,7280000,
106,S107,FL Duval S107,FL Duval 10621 Monaco Dr,52,,,,,,0.379458007,2,80.08,1323719.71,3/29/19,7259676,
107,S108,FL Pinellas 36-29-15-70236-100-1000,FL Pinellas 301 Seacrest Dr,46,,6.69,478500,3800000,2003,0.347579696,2,63.66,963855.42,11/11/04,7200000,John Burpee & Associates
108,S109,FL Brevard S109,FL Brevard 1018 Malabar Lakes Dr,33,,,,,,0.193837996,2,73.51,620728.87,6/30/15,7094931,Berkadia Real Estate Advisors
109,S110,FL Nassau 15-3N-24-0000-0002-0030,FL Nassau 37445 Cody Cir,45,,6.9,130000,3973104,2017,0.252564236,2,60.03,660377.36,7/31/18,7000000,
110,S111,FL Hillsborough U-23-29-19-ZZZ-000001-50450.0,FL Hillsborough 7702 Rivergate Dr,44,,2.6,696000,3284000,,0.291084024,2,63.08,799817.18,5/22/19,7000000,Franklin Street
111,S112,FL Hillsborough U-33-28-18-ZZZ-000001-04630.0,FL Hillsborough 3706 Idlewild Ave,34,,,0,4232200,2015,0.396039604,2,76.25,1315468.02,5/24/16,7000000,Berkadia Real Estate Advisors
112,S113,FL Palm Beach 00-42-44-38-06-000-1101,FL Palm Beach 5080 Lantana Rd,19,,,,,,0.510170315,3,33.16,736842.11,11/12/09,6860000,
113,S114,FL Leon 21-26-60-00E-001.0,FL Leon 698 Woodward Ave,56,,,0,6617428,,0.372534167,4,52.98,859671.3,11/3/11,6800000,CBRE
114,S115,FL Pinellas 07-30-17-04425-000-0001,FL Pinellas 11901 4th St,31,,6.74,,,,0.338358385,3,56.34,,11/15/12,6772497,JBM of Marcus & Millichap
115,S116,FL Duval 148709-0010,FL Duval 9047 San Jose Blvd,47,,,1593900,5189200,2018,0.56927001,2,44.22,1096437.8,4/18/19,6750000,Spectrum Realty Services
116,S117,FL Sarasota 2028-03-0034,FL Sarasota 900 Lime Ave,47,,,945800,3419600,2003,0.257951688,2,69.13,776754.89,9/9/04,6750000,
117,S118,FL Clay 50-04-26-018509-000-00,FL Clay 606 Park Ave,45,,6.5,384984,3150000,2016,0.437189271,2,80.09,1525231.95,12/12/17,6740000,"Killashee Investments, LLC"
118,S119,FL Hillsborough U-07-28-19-1GK-000001-01801.0,FL Hillsborough 1550 University Woods Pl,33,,6.8,560000,4415100,2016,0.401640038,2,61.34,1073201.99,1/17/17,6700000,Franklin Street
119,S120,FL Miami/Dade 30-7904-000-0261,FL Miami/Dade 15485 Biscayne Dr,47,,6,1042250,3669000,2015,0.412774588,3,73.98,1330104.03,8/15/16,6700000,
120,S121,FL Lake S121,FL Lake 26125 US Highway 27,47,,,,,,0.114784206,1,665,3325000,7/20/17,6650000,
121,S122,FL Hillsborough 200698-0000,FL Hillsborough 11050 Le Jardin Cir,46,,,480000,3323585,2004,0.478012448,2,59.14,1231481.48,5/12/05,6650000,
122,S123,FL Pasco 09-25-16-0010-03300-0013,FL Pasco 11431 Cockle Dr,21,,5.3,332832,2234559,2016,0.106133101,2,123.8,572368.42,10/20/17,6525000,CBRE
123,S124,FL Manatee 44939-0490-0,FL Manatee 2019 5th St,38,,,,,,0.174012856,1,85.75,650000,11/9/16,6500000,
124,S125,FL Miami/Dade 10-7916-008-0840,FL Miami/Dade 2859 4th St,12,,,,,,0.126692986,2,53.76,296694.11,11/11/08,6425000,
125,S126,FL Pinellas 18-27-16-00000-240-0600,FL Pinellas 600 Haven Pl,44,,,469800,4000000,2004,0.396907386,2,53.09,917857.14,6/6/05,6425000,
126,S127,FL Hillsborough U-08-28-19-ZZZ-000001-30010.0,FL Hillsborough 12708 Bruce B Downs Blvd,54,,6.19,500000,2394173,2013,0.325044824,2,87.6,1240310.08,6/25/14,6400000,Franklin Street
127,S128,FL Broward 50-42-35-00-0280,FL Broward 500 2nd St,44,,11.06,420960,5263660,2000,0.601786095,4,55.25,1448324.24,10/25/01,6400000,Marcus & Millichap Inc
128,S129,FL Miami/Dade 30-6933-028-0010,FL Miami/Dade 27707 Dixie Hwy,45,,7.8,0,1582240,2013,0.246882971,2,132.25,1422222.22,7/28/14,6400000,CBRE
129,S130,FL Hillsborough A-08-29-19-ZZZ-000005-89180.0,FL Hillsborough 3700 Lowry Ct,48,,5,0,1717100,2013,0.345815354,2,74.34,1119823.01,2/12/15,6327000,
130,S131,FL Hillsborough 095027-0000,FL Hillsborough 10905 Bourbon Ct,50,6.76,5.13,500000,4012700,2006,0.460902734,2,59.87,1201923.08,4/9/07,6250000,JBM of Marcus & Millichap
131,S132,FL Palm Beach 00-42-43-25-00-000-7120,FL Palm Beach 4652 Cherry Rd,34,,8,242000,4442836,2002,0.448816775,1,58.66,1146788.99,8/14/03,6250000,Marcus & Millichap
132,S133,FL Miami/Dade 30-7904-000-0520,FL Miami/Dade 15451 288th St,48,,,,,2011,0.338711793,2,60.03,885714.29,10/31/12,6200000,"Landrich Real Estate, Inc."
133,S134,FL Miami/Dade 10-7918-001-0130,FL Miami/Dade 301 6th Ave,25,,8,,,2011,0.250041338,2,69.49,756900.61,3/15/13,6200000,CBRE
134,S135,FL Leon 31-05-20-003-000.0,FL Leon 2100 Apalachee Pky,38,,6.86,630000,2486111,2017,0.203433494,1,105.53,935143.29,9/6/18,6200000,Capstone
135,S136,FL Hillsborough S136,FL Hillsborough 4200 Kenneth Ct,46,,,,,,1.238500065,3,32.47,1751798.61,7/6/10,6182798,Franklin Street
136,S137,FL Palm Beach 74-42-43-11-06-001-1040,FL Palm Beach 4145 Haverhill Rd,18,,,,,2008,0.458879655,3,15.26,305094.33,7/29/09,6150000,SVN Commercial Realty
137,S138,FL Miami/Dade 23-3209-001-1040,FL Miami/Dade 7545 Treasure Dr,58,,8.38,1300679,4000000,1998,1.558556387,9,50.06,3398353.32,3/3/99,6150000,
138,S139,FL Miami/Dade 30-4023-000-0150,FL Miami/Dade 4600 67th Ave,43,,,748140,3895926,1997,0.56147818,3,54.4,1330541.38,8/28/98,6100000,Wilsch Huttoe & Associates
139,S140,FL Pinellas 34-31-16-20547-001-0010,FL Pinellas 3401 37th St,45,,8.46,163200,1226400,2004,0.396825397,2,50.41,871428.57,1/11/05,6100000,Marcus & Millichap
140,S141,FL Leon 21-27-16-000-000.1,FL Leon 2353 Mission Rd,31,,,520000,3858626,2015,0.356611172,2,62.63,972886.76,4/28/16,6100000,
141,S142,FL Miami/Dade 02-3234-008-0110,FL Miami/Dade 953 Collins Ave,84,,,4466000,5563000,2002,3.343714286,6,64.97,9462247.98,4/1/03,6082333,
142,S143,FL Miami/Dade 34-2112-028-0450,FL Miami/Dade 611 177th St,47,,4.5,881892,5603055,2012,0.518449708,2,65.5,1479217.6,2/5/14,6050000,Franklin Street
143,S144,FL Orange S144,FL Orange 5953 Curry Ford Rd,46,,,,,,0.54963714,2,89.37,2139707.7,4/28/16,6017286,Berkadia Real Estate Advisors
144,S145,FL Leon 21-27-16-000-1.,FL Leon 2353 Mission Rd,31,,6.5,,,,0.356611172,2,77,1196172.25,4/27/17,6000000,
145,S146,FL Leon 21-15-20-610-000.0,FL Leon 2660 Old Bainbridge Rd,24,,6.15,0,3469596,2013,0.17937668,2,43.65,341102.9,1/14/15,6000000,"Marcus & Millichap, Inc."
146,S147,FL Duval 154375-5540,FL Duval 8290 Gate Pky,14,,,,,,0.181119062,4,30,236686.39,10/12/11,6000000,Apartment Realty Advisors
147,S148,FL Seminole 21-29-14-501-0A00-0040,FL Seminole 245 Lorraine Dr,46,,5,540000,1001992,2016,0.56393106,3,82.75,2032726.9,10/30/17,6000000,Marcus & Millichap
148,S149,FL Duval 019702-0400,FL Duval 11501 Harts Rd,24,,8.94,462934,3970009,2005,0.215262983,2,44.78,419901.2,6/6/06,5950000,
149,S150,FL Orange 26-2228-0000-00-047,FL Orange 222 Hiawassee Rd,36,,,700000,3054874,2005,0.208638181,1,60.9,553462.08,1/17/06,5875000,
150,S151,FL Hillsborough A-20-29-18-3L4-000000-00015.2,FL Hillsborough 105 O'Brien St,49,,,540000,3983510,2002,0.70500832,2,56.66,1740146.16,12/12/02,5810000,
151,S152,FL Pinellas 28-29-15-00000-110-0600,FL Pinellas 1654 Clearwater Largo Rd,49,,,0,2435000,2014,0.007175717,1,1822.75,569744.6,7/2/15,5800000,
152,S153,FL Broward 48-42-14-11-0010,FL Broward 311 42nd Ct,46,,8,416960,3796000,2003,0.60599521,2,52.69,1390887.29,8/21/03,5800000,Abood Wood-Fay Real Estate Group
153,S154,FL Leon 21-27-20-439-000.0,FL Leon 1128 Ocala Rd,46,,,530000,3118264,2016,0.346390187,2,48.17,726817.04,10/26/16,5800000,SouthGroup
