,SCAPN,SCSitus_NumNam,PropID,Star_rating,City,State,Zip,County,For_sale_price,For_sale_status,Land_area,Num_units,Cap_rate,Vacancy_%,Avg_unit_sqft,Avg_Concession_%,Parking_per_unit,Days_on_mkt,Amenities,Year_built,Year_reno,Last_sale_date,Last_sale_price,Transit_dist_mile,Transit_walk_time_min,Const_material,Num_studio,Studio_rent_sqft,Studio_avg_sqft,Studio_concession_%,Studio_vacancy_%,Num_1_bed,1_bed_rent_sqft,1_bed_avg_sqft,1_bed_concession_%,1_bed_vacancy_%,Num_2_bed,2_bed_rent_sqft,2_bed_avg_sqft,2_bed_concession_%,2_bed_vacancy_%,Num_3_bed,3_bed_rent_sqft,3_bed_avg_sqft,3_bed_concession_%,3_bed_vacancy_%,Num_4_bed,4_bed_rent_sqft,4_bed_avg_sqft,4_bed_concession_%,4_bed_vacancy_%,2010_Avg_age,2019_Avg_age,2019_Pop_25_39,2024_Avg_age,2024_Pop_25_39
38,GA Fulton 14-0252-LL-064-3,GA Fulton2440 Barge Rd,P39,3,Atlanta,GA,303315251,Fulton,,N,3.36,129,,0.78,950.0,0.3,0.38799999999999996,,"Clubhouse, Laundry Facilities, Property Manager on Site, Video Patrol, Planned Social Activities, Elevator",1982.0,,,,7.93,,Masonry,,,,,,129.0,0.68,950.0,0.3,0.8,,,,,,,,,,,,,,,,39.4,39.3,1894.0,39.5,2018.0
39,GA Fulton 12-1620-0203-039,GA Fulton88 Barrington Oaks Rdg,P40,3,Roswell,GA,30075,Fulton,,N,30.3,242,,2.07,1229.0,0.4,,,"Business Center, Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Playground, Spa, Tennis Court, Corporate Suites, Gated, Cabana, Car Wash Area, Furnished Units Available, Grill, Laundry Service, Recycling",1988.0,,10/22/12,"29,000,000",34.63,,Wood Frame,,,,,,16.0,1.29,975.0,0.4,0.0,196.0,1.17,1223.0,0.4,2.0,30.0,1.05,1400.0,0.4,3.3,,,,,,37.1,39.7,807.0,41.1,939.0
40,GA Fulton 14-0084-LL-005-0,GA Fulton432 Beckwith Ct,P41,1,Atlanta,GA,303144812,Fulton,,N,13.02,169,,,750.0,0.0,0.0,,,1970.0,,06/02/17,"8,082,800",0.46,9.0,,,,,,,169.0,,750.0,,,,,,,,,,,,,,,,,,29.8,32.3,8037.0,33.6,7955.0
41,GA Fulton 11-1000-0359-013-5,GA Fulton10970 Bell Rd,P42,4,Johns Creek,GA,30097,Fulton,,N,9.1803,140,,,1181.0,0.0,,,"Concierge, Fitness Center, Pool, Dry Cleaning Service, Grill, Package Service, Pet Play Area, Storage Space, Bicycle Storage, Pet Care, Pet Washing Station",2019.0,,,,,,,,,,,,64.0,1.82,1058.0,0.0,,76.0,1.98,1284.0,0.0,,,,,,,,,,,,32.4,35.4,2977.0,37.1,3936.0
42,GA Fulton 17-0093-0003-059-5,GA Fulton240 Belle Isle Rd,P43,4,Atlanta,GA,30342,Fulton,,N,4.16,212,,7.55,934.0,0.8,1.415,,"Business Center, Clubhouse, Fitness Center, Laundry Facilities, Security System, Gated, Car Wash Area, Recycling",1997.0,,07/13/15,"37,925,000",22.19,,Wood Frame,,,,,,130.0,1.71,749.0,0.8,6.9,70.0,1.35,1201.0,0.8,7.1,12.0,1.6,1378.0,1.0,16.7,,,,,,34.4,35.9,3240.0,37.1,2971.0
43,GA Fulton 17-0093-0004-073-5,GA Fulton295 Belle Isle Rd,P44,3,Atlanta,GA,30342,Fulton,,N,8.38,180,,2.78,928.0,0.0,1.6,,"Business Center, Controlled Access, Clubhouse, Fitness Center, Laundry Facilities, Property Manager on Site, Tennis Court, Gated, Laundry Service, Package Service, Maintenance on site, Sundeck",1990.0,,09/12/07,"15,657,000",22.2,,Wood Frame,,,,,,92.0,1.57,764.0,0.0,3.3,88.0,1.17,1099.0,0.0,2.3,,,,,,,,,,,34.6,36.0,3280.0,37.2,3009.0
44,GA Fulton 17-0148-LL-005-7,GA Fulton464 Bishop St,P45,4,Atlanta,GA,303184394,Fulton,,N,3.8124,232,,11.21,846.0,1.0,,,"Business Center, Controlled Access, Clubhouse, Fitness Center, Dry Cleaning Service, Grill, Package Service, Trash Pickup - Door to Door, Wi-Fi, Bicycle Storage, Car Charging Station, Elevator, Lounge, Maintenance on site",2017.0,,,,13.99,,Masonry,,,,,,162.0,2.22,707.0,1.0,11.1,70.0,1.88,1169.0,1.0,11.4,,,,,,,,,,,29.4,31.3,10303.0,32.9,8625.0
45,GA Fulton 17-0148-0004-019-3,GA Fulton507 Bishop St,P46,4,Atlanta,GA,303184305,Fulton,,N,4.0863,244,,13.11,890.0,2.3,1.23,,"24 Hour Access, Controlled Access, Clubhouse, Courtyard, Fitness Center, Property Manager on Site, Gated, Dry Cleaning Service, Grill, Laundry Service, Maid Service, Wi-Fi, Roof Terrace, Confere Rooms",2016.0,,05/04/17,"57,500,000",13.9,,Masonry,,,,,,177.0,1.91,779.0,1.4,13.0,67.0,1.55,1181.0,4.2,13.4,,,,,,,,,,,29.6,31.5,10232.0,33.1,8465.0
46,GA Fulton 14-0080-0009-025-2,GA Fulton112 Bobby Dodd Way,P47,4,Atlanta,GA,303320001,Fulton,,N,,266,,4.89,,0.0,,,,,,,,0.5,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,32.3,34.6,17576.0,36.5,15252.0
47,GA Fulton 17-0221-LL-438-0,GA Fulton2048 Bolton Dr,P48,3,Atlanta,GA,30318,Fulton,,N,14.8836,271,,,1008.0,0.0,,,,2019.0,,,,15.6,,,271.0,,1008.0,,,,,,,,,,,,,,,,,,,,,,,32.3,33.8,2640.0,35.3,2204.0
48,GA Fulton 14-0241-LL-127-2,GA Fulton901 Bolton Rd,P49,2,Atlanta,GA,30331    ,Fulton,,N,9.74,144,,54.86,957.0,1.0,0.861,,"Business Center, Clubhouse, Laundry Facilities, Playground, Gated, Basketball Court, Grill, Trash Pickup - Curbside",1970.0,,03/28/12,"1,750,000",15.26,,Wood Frame,,,,,,35.0,1.09,690.0,1.0,54.3,102.0,0.83,1035.0,1.0,54.9,7.0,0.86,1150.0,1.0,57.1,,,,,,37.6,37.2,955.0,37.3,1030.0
49,GA Fulton 14-0237-0004-041-6,GA Fulton3228 Boulder Park Dr,P50,1,Atlanta,GA,303111954,Fulton,,N,5.26,167,,7.78,1002.0,0.0,1.018,,,1973.0,2019.0,02/15/17,,12.83,,Masonry,6.0,,589.0,,16.7,70.0,,795.0,,7.1,77.0,,1143.0,,7.8,14.0,,1434.0,,7.1,,,,,,34.3,35.0,2334.0,35.6,2430.0
50,GA Fulton 14-0244-0009-032-1,GA Fulton3440 Boulder Park Dr,P51,3,Atlanta,GA,303311800,Fulton,,N,10.261,120,,20.0,800.0,1.0,0.0,,,1970.0,2019.0,03/07/18,"6,500,000",12.88,,Reinforced Concrete,,,,,,,,,,,120.0,1.31,800.0,1.0,20.0,,,,,,,,,,,34.2,35.0,2774.0,35.7,2890.0
51,GA Fulton 14-0047-0003-049-0,GA Fulton555 Boulevard,P52,4,Atlanta,GA,30308    ,Fulton,,N,0.7128,110,,,950.0,0.0,1.291,,"Courtyard, Fitness Center, On-Site Retail, Package Service, Roof Terrace, Pet Washing Station",2020.0,,,,0.98,20.0,,,,,,,55.0,,700.0,,,55.0,,1200.0,,,,,,,,,,,,,34.4,35.0,11833.0,36.3,9540.0
